"","launched","state","backers","duration_days","mean_pledged","percent_pledged","pledged_byday","usd_goal_lvl","region","percent_pledged_lvl"
"151629","March","successful",98,29,197.246836734694,239.40005672227,666.558275862069,">=2000 & <10000","Europe",">100"
"151635","September","successful",1763,21,97.1939761769711,2855.883,8159.66571428571,">=2000 & <10000","North America",">100"
"151646","March","failed",5,30,14.8,1.23333333333333,2.46666666666667,">=2000 & <10000","North America","<100"
"151652","December","successful",59,29,62.5932203389831,223.818181818182,127.344827586207,"<2000","North America",">100"
"151683","October","successful",84,30,25.0119047619048,140.066666666667,70.0333333333333,"<2000","North America",">100"
"151729","April","failed",0,16,0,0,0,"<2000","North America","<100"
"151737","October","failed",42,31,95.7619047619048,25.1375,129.741935483871,">=10000 & <50000","North America","<100"
"151766","July","successful",77,30,20.1038961038961,619.2,51.6,"<2000","North America",">100"
"151779","July","successful",109,30,38.954128440367,141.533333333333,141.533333333333,">=2000 & <10000","North America",">100"
"151836","April","failed",2,30,1,0.2,0.0666666666666667,"<2000","North America","<100"
"151891","May","failed",2,40,2.27,0.126650784174789,0.1135,">=2000 & <10000","North America","<100"
"151900","December","failed",24,30,19.625,9.42,15.7,">=2000 & <10000","North America","<100"
"151920","February","failed",33,30,18.1818181818182,60,20,"<2000","North America","<100"
"151961","November","failed",26,30,16.9230769230769,8.8,14.6666666666667,">=2000 & <10000","North America","<100"
"151976","July","successful",207,30,93.2995169082126,321.883333333333,643.766666666667,">=2000 & <10000","North America",">100"
"151977","May","successful",219,14,11.6803652968037,255800,182.714285714286,"<2000","North America",">100"
"151994","September","successful",83,30,26.3132530120482,109.2,72.8,">=2000 & <10000","North America",">100"
"152081","April","failed",127,30,27.8047244094488,13.7130306022868,117.706666666667,">=10000 & <50000","Europe","<100"
"152094","May","failed",1,60,11.16,0.10003603448554,0.186,">=10000 & <50000","Europe","<100"
"152121","October","failed",2,24,32,1.34736842105263,2.66666666666667,">=2000 & <10000","North America","<100"
"152150","November","failed",5,32,31,0.129166666666667,4.84375,">=100000","North America","<100"
"152162","June","failed",35,30,67.2451428571429,8.45998922363051,78.4526666666667,">=10000 & <50000","Europe","<100"
"152164","November","successful",162,30,48.8558024691358,184.200188048669,263.821333333333,">=2000 & <10000","Asia & Pacific",">100"
"152170","May","successful",99,30,24.7137373737374,147.166633584159,81.5553333333333,"<2000","Latin America",">100"
"152188","November","successful",1622,23,50.8501849568434,2061.975,3586.04347826087,">=2000 & <10000","North America",">100"
"152222","September","successful",137,30,65.546496350365,103.112480350358,299.329,">=2000 & <10000","Europe",">100"
"152229","October","failed",189,32,42.4867724867725,53.5333333333333,250.9375,">=10000 & <50000","North America","<100"
"152266","April","failed",1,30,5.48,0.0333304544254693,0.182666666666667,">=10000 & <50000","Europe","<100"
"152296","October","successful",26,30,22.6923076923077,118,19.6666666666667,"<2000","North America",">100"
"152316","April","failed",6,30,60.5,0.1815,12.1,">=100000","North America","<100"
"152318","April","successful",2184,16,95.1543360805861,831.26828,12988.566875,">=10000 & <50000","North America",">100"
"152320","September","successful",215,30,24.9302325581395,153.142857142857,178.666666666667,">=2000 & <10000","North America",">100"
"152346","September","successful",1744,30,82.4965424311927,287.74794,4795.799,">=50000 & <100000","North America",">100"
"152351","November","failed",11,20,22.2727272727273,32.6666666666667,12.25,"<2000","North America","<100"
"152414","April","successful",226,40,5.39823008849558,244,30.5,"<2000","North America",">100"
"152501","November","successful",3069,21,30.4565330726621,1869.422,4451.00476190476,">=2000 & <10000","North America",">100"
"152510","April","successful",303,17,19.9339933993399,302,355.294117647059,">=2000 & <10000","North America",">100"
"152547","January","successful",4,15,2,400,0.533333333333333,"<2000","North America",">100"
"152575","July","successful",677,7,17.7296898079764,400.1,1714.71428571429,">=2000 & <10000","North America",">100"
"152610","December","successful",31,15,27.1196774193548,135.999805878642,56.0473333333333,"<2000","Europe",">100"
"152616","July","successful",145,30,90.6335862068966,1821.21258314856,438.062333333333,"<2000","Asia & Pacific",">100"
"152620","September","successful",579,17,48.8749913644214,507.100106084064,1664.62470588235,">=2000 & <10000","Europe",">100"
"152625","February","successful",230,30,74.3,170.89,569.633333333333,">=10000 & <50000","North America",">100"
"152631","August","failed",0,30,0,0,0,"<2000","Europe","<100"
"152633","May","failed",2,60,30,0.133333333333333,1,">=10000 & <50000","North America","<100"
"152634","October","failed",20,30,26.1665,2.58664619743288,17.4443333333333,">=10000 & <50000","Europe","<100"
"152684","October","failed",379,27,26.2532981530343,90.4545454545455,368.518518518519,">=10000 & <50000","North America","<100"
"152690","June","failed",0,30,0,0,0,"<2000","Europe","<100"
"152746","July","successful",215,35,79.0362325581395,106.2049375,485.508285714286,">=10000 & <50000","North America",">100"
"152809","May","failed",2,30,8.56,30.0035050823694,0.570666666666667,"<2000","Europe","<100"
"152825","June","failed",267,32,34.3255056179775,9.02461602663474,286.4034375,">=100000","Europe","<100"
"152827","August","failed",5,31,12.338,2.66656868932249,1.99,">=2000 & <10000","Europe","<100"
"152849","January","failed",27,30,45.7777777777778,9.888,41.2,">=10000 & <50000","North America","<100"
"152905","September","successful",2371,27,45.2669759595108,2683.2,3975.11111111111,">=2000 & <10000","North America",">100"
"152923","May","failed",39,58,88.8907692307692,6.19796501275085,59.7713793103448,">=50000 & <100000","Europe","<100"
"152937","April","successful",1019,30,25.9989695780177,180.869990872169,883.098333333333,">=10000 & <50000","Europe",">100"
"152996","May","failed",12,30,73.3333333333333,8.8,29.3333333333333,">=10000 & <50000","North America","<100"
"153000","July","failed",1,46,250,8.33333333333333,5.43478260869565,">=2000 & <10000","North America","<100"
"153011","July","successful",240,40,66.7,106.72,400.2,">=10000 & <50000","North America",">100"
"153058","February","failed",13,45,69.2307692307692,1,20,">=50000 & <100000","North America","<100"
"153067","March","failed",45,28,33.8444444444444,30.46,54.3928571428571,">=2000 & <10000","North America","<100"
"153071","November","failed",18,30,19.1111111111111,34.4,11.4666666666667,"<2000","North America","<100"
"153078","May","successful",60,24,33.65,288.428571428571,84.125,"<2000","North America",">100"
"153087","January","failed",17,15,29.8111764705882,47.5336953769099,33.786,"<2000","North America","<100"
"153105","September","failed",10,30,48.6,1.62,16.2,">=10000 & <50000","North America","<100"
"153110","July","failed",0,20,0,0,0,"<2000","Europe","<100"
"153112","April","failed",9,30,102.222222222222,9.2,30.6666666666667,">=10000 & <50000","North America","<100"
"153133","October","successful",445,29,81.185393258427,361.275,1245.77586206897,">=10000 & <50000","North America",">100"
"153143","August","failed",8,30,93.125,0.876470588235294,24.8333333333333,">=50000 & <100000","North America","<100"
"153265","January","successful",13,30,11.4615384615385,141.904761904762,4.96666666666667,"<2000","North America",">100"
"153271","January","failed",22,34,44.7727272727273,8.20833333333333,28.9705882352941,">=10000 & <50000","North America","<100"
"153299","August","successful",102,30,20.0594117647059,218.311602398583,68.202,"<2000","Europe",">100"
"153310","October","failed",20,30,81.9,16.38,54.6,">=10000 & <50000","North America","<100"
"153331","December","successful",307,30,64.5114006514658,132.033333333333,660.166666666667,">=10000 & <50000","North America",">100"
"153338","January","failed",18,20,233.337777777778,17.4233294767666,210.004,">=10000 & <50000","North America","<100"
"153346","November","successful",51,30,69.9607843137255,237.866666666667,118.933333333333,"<2000","North America",">100"
"153353","June","successful",13,14,59.2307692307692,770,55,"<2000","North America",">100"
"153361","January","failed",5,40,40.2,1.005,5.025,">=10000 & <50000","North America","<100"
"153371","August","failed",78,30,30.2051282051282,19.6333333333333,78.5333333333333,">=10000 & <50000","North America","<100"
"153384","February","successful",139,25,80.6854676258993,1291.99364099256,448.6112,"<2000","North America",">100"
"153423","February","successful",113,23,62.8103539823009,323.500562901381,308.59,">=2000 & <10000","Europe",">100"
"153473","June","successful",1089,18,76.4113865932048,277.373333333333,4622.88888888889,">=10000 & <50000","North America",">100"
"153478","October","failed",102,30,31.1343137254902,25.7600166125623,105.856666666667,">=10000 & <50000","Europe","<100"
"153548","June","failed",16,40,7.6875,6.15,3.075,">=2000 & <10000","North America","<100"
"153565","April","failed",1,30,15,0.0214285714285714,0.5,">=50000 & <100000","North America","<100"
"153591","September","successful",46,30,71.045652173913,148.633099414673,108.936666666667,">=2000 & <10000","Asia & Pacific",">100"
"153597","April","failed",1,30,27.95,1.25010622548428,0.931666666666667,">=2000 & <10000","Europe","<100"
"153664","August","failed",0,60,0,0,0,">=50000 & <100000","Europe","<100"
"153693","March","failed",74,41,26.7702702702703,19.81,48.3170731707317,">=10000 & <50000","North America","<100"
"153712","August","failed",5,29,12.8,3.82089552238806,2.20689655172414,"<2000","North America","<100"
"153715","January","failed",55,30,16.9636363636364,4.91052631578947,31.1,">=10000 & <50000","North America","<100"
"153768","May","successful",352,30,15.2627840909091,162.80303030303,179.083333333333,">=2000 & <10000","North America",">100"
"153772","October","successful",23,30,13.7947826086957,114.85664639444,10.576,"<2000","North America",">100"
"153774","August","failed",1,40,25,0.138888888888889,0.625,">=10000 & <50000","North America","<100"
"153777","September","successful",1134,11,16.5458553791887,3752.6,1705.72727272727,"<2000","North America",">100"
"153779","May","failed",4,30,60,12,8,">=2000 & <10000","North America","<100"
"153787","June","failed",4,30,17.0575,0.406673425682711,2.27433333333333,">=10000 & <50000","Europe","<100"
"153802","August","failed",3,30,11.2333333333333,1.03992766793906,1.12333333333333,">=2000 & <10000","Europe","<100"
"153864","March","failed",11,60,121.545454545455,0.0685992816829143,22.2833333333333,">=100000","North America","<100"
"153922","March","failed",2,30,1,0.2,0.0666666666666667,"<2000","North America","<100"
"153944","July","failed",28,30,24.3928571428571,13.66,22.7666666666667,">=2000 & <10000","North America","<100"
"153978","September","failed",6,30,10,6,2,"<2000","North America","<100"
"154015","December","successful",3007,30,79.7864981709345,631.363157894737,7997.26666666667,">=10000 & <50000","North America",">100"
"154066","October","failed",0,25,0,0,0,"<2000","North America","<100"
"154078","September","failed",23,30,69.7391304347826,4.58285714285714,53.4666666666667,">=10000 & <50000","North America","<100"
"154138","January","failed",1,30,1,0.001,0.0333333333333333,">=100000","North America","<100"
"154159","July","successful",176,30,32.0568181818182,245.304347826087,188.066666666667,">=2000 & <10000","North America",">100"
"154160","September","successful",355,30,31.3967042253521,102.414298158242,371.527666666667,">=10000 & <50000","Asia & Pacific",">100"
"154162","October","successful",418,30,76.928038277512,2707.41096236423,1071.864,"<2000","Europe",">100"
"154185","July","failed",5,40,35,0.875,4.375,">=10000 & <50000","North America","<100"
"154212","March","failed",0,30,0,0,0,">=50000 & <100000","North America","<100"
"154289","September","failed",24,30,355.375,85.29,284.3,">=10000 & <50000","North America","<100"
"154336","October","successful",51,22,31.4509803921569,320.8,72.9090909090909,"<2000","North America",">100"
"154360","July","successful",30,30,66.8333333333333,100.25,66.8333333333333,">=2000 & <10000","North America",">100"
"154417","March","successful",484,28,120.288595041322,782.414262541611,2079.27428571429,">=2000 & <10000","Europe",">100"
"154451","May","failed",43,30,19.9302325581395,28.5666666666667,28.5666666666667,">=2000 & <10000","North America","<100"
"154452","August","failed",5,13,21.2,4.24,8.15384615384615,">=2000 & <10000","North America","<100"
